Sentence,SRLs
NULL स्कूल जाते सुनीता दोस्ती उसके NULL2 पड़ोस रहने कुमार NULL3 बदला नाम से2 हो,NO_SRL ARG2-GOL ARGM-MNR ARG0 ARG1 NO_SRL NO_SRL ARG2-LOC NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
रोहित सुनीता NULL कमजोरी देखकर उससे नजदीकी बढ़ाने,ARG0 NO_SRL NO_SRL ARG1 ARGM-MNR ARG2 ARG1 NO_SRL
बीच देवी समस्या चलते NULL वापिस कोटद्वार जाकर रहने,ARGM-LOC ARG0 ARG1 ARGM-CAU NO_SRL ARGM-MNR ARG2-GOL ARGM-MNR NO_SRL
रोहित वहां लगातार NULL सुनीता मिलने आने,ARG0 ARGM-LOC ARGM-MNR NO_SRL ARG1 ARGM-PRP NO_SRL
दौरान सुनीता गर्भवती हो,ARGM-DIS ARG1 ARG2-ATR NO_SRL
इसकी भनक जैसे रोहित लगी उसने NULL कोटद्वार आना बंद कर,NO_SRL ARG0 ARGM-TMP ARG1 NO_SRL NO_SRL NO_SRL ARG2-GOL NO_SRL NO_SRL NO_SRL
रोहित सुनीता अपने घर ले लेकिन उसके परिवारवालों NULL दोनों घर2 रखने मना,ARG0 ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 ARGM-LOC ARG1 NO_SRL
दोनों वापस कोटद्वार आ,ARG0 ARGM-MNR ARGM-LOC NO_SRL
बेटी जन्म लेते रोहित अपनी NULL जिम्मेदारियों मुंह चुराकर बार भाग हुआ,NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
पति अचानक गायब होने सुनीता NULL उसे ढूंढ़ने और NULL2 न्याय पाने पुलिस गई लेकिन उसकी मदद NULL3 करने उसका मामला दर्ज करने2 कर,NO_SRL NO_SRL NO_SRL ARGM-CAU ARG0 NO_SRL ARG1 NO_SRL ARGM-PRP NO_SRL ARG1 NO_SRL ARG2-GOL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-ADV NO_SRL NO_SRL NO_SRL ARGM-CAU NO_SRL
NULL हारकर उसने आयोग दरवाजा खटखटाया,NO_SRL ARGM-MNR ARG0 NO_SRL ARG1 NO_SRL
आयोग गढ़वाल एसपी मामले जांच करने और NULL जल्दी जवाब देने कहा,ARG0 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-MNR ARG1 NO_SRL NO_SRL
आयोग फटकार पुलिस सक्रिय हुई और NULL रोहित NULL2 ढूंढ़ निकाला,NO_SRL ARGM-TMP ARG0 ARG2-ATR NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-MNR NO_SRL
तो उसने अपनी पत्नी NULL और बेटी साथ रखने मना लेकिन आयोग और2 पुलिस लगातार उसकी काउंसलिंग की और3 उसे उसकी2 जिम्मेदारियों एहसास कराया,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-MNR ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
रोहित अब आयोग और पुलिस बात भरोसा दिलाया कि उसके परिवार चाहे या NULL चाहे2 वह अपनी पत्नी और2 अपनी2 बेटी साथ रखेगा,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARGM-ADV NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARGM-MNR NO_SRL
साल NULL हुई बारिश कहर मुंबई अभी तरह NULL2 उबरने कोशिश कर कि रविवार फिर बारिश2 मुंबई2 लोगों हलकान कर2,ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
देशमुख कहा कि स्थिति सोमवार मुंबई ठाणे और रायगढ़ स्कूल कालेज और2 संस्थान बंद रहेंगे,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
महाराष्ट्र NULL मरने संख्या ८९१ हो,ARGM-LOC NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL
शनिवार रात बांद्रा कुर्ला बोरीवली तथा गोरेगांव इलाकों बारिश हो,NO_SRL ARGM-EXT NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL
सप्ताह मंगलवार एवं बुधवार अचानक NULL आई कारण शहर लोग अपने कार्यालयों एवं2 घरों फंस और आज अधिकारियों अचानक2 उड़ानों एवं3 रेलगाड़ियों आवागमन स्थगित किए लोग2 अड्डों एवं4 स्टेशनों फंसे,ARGM-TMP NO_SRL ARGM-TMP NO_SRL ARGM-MNR NO_SRL NO_SRL ARGM-CAU NO_SRL ARG1 NO_SRL NO_SRL ARG2-LOC NO_SRL NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-CAU ARG1 NO_SRL ARG2-LOC NO_SRL NO_SRL
NULL स्थिति निपटने नौसेना सतर्क कर,NO_SRL ARG1 NO_SRL ARG0 NO_SRL NO_SRL
", विभाग NULL दी जानकारी घंटों मुंबई बारिश होने आशंका व्यक्त की2",NO_SRL ARG0 NO_SRL NO_SRL ARG1 ARGM-EXT ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
अधिकारियों लोगों NULL घर निकलने निर्देश दिया,NO_SRL ARG0 NO_SRL ARG2-SOU NO_SRL NO_SRL NO_SRL
पवार कहा कि बारिश राज्य बांध तरह भर,ARG0 NO_SRL ARG1 ARGM-CAU NO_SRL ARG1 ARGM-MNR NO_SRL
नदी NULL किनारे नांदेड़ इलाकों रहने परिवारों NULL2 और रायगढ़ गांवों लोगों स्थानों पहुंचाया,NO_SRL NO_SRL ARGM-DIR ARGM-LOC ARG2-LOC NO_SRL ARG0 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG2-GOL NO_SRL
ट्रेनों आवागमन आज रोक,NO_SRL ARG1 ARGM-TMP NO_SRL
पटरियां पानी डूब,ARG1 ARG2-LOC NO_SRL
इलाकों लोग NULL जाने नावों इस्तेमाल कर,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
बारिश मुंबई इलाकों भूस्खलन घटनाएं हुई लेकिन किसी मरने व हताहत होने खबर है,ARGM-CAU NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
पाकिस्तानियों कश्मीर नागरिकता हासिल कर जायदाद खरीदने मामले प्रकाश आए,ARG0 ARGM-LOC NO_SRL NO_SRL ARGM-MNR ARG1 NO_SRL ARG1 ARGM-LOC NO_SRL
मामले प्रकाश आए जिनमें पाकिस्तानियों कश्मीर निवासी प्रमाण हासिल कर जायदाद खरीदी,NO_SRL NO_SRL NO_SRL ARGM-LOC ARG0 ARGM-LOC NO_SRL NO_SRL NO_SRL ARGM-MNR ARG1 NO_SRL
सूत्रों बताया कि पाकिस्तानियों पंजाब बॉर्डर NULL होते भारत प्रवेश किया,ARG0 NO_SRL ARG1 ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
NULL कश्मीर आकर उन्होंने अधिकारियों मिलीभगत निवासी NULL2 होने प्रमाण हासिल किया,NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
NULL इसके यहां जायदाद खरीदी,NO_SRL ARGM-TMP ARGM-LOC ARG1 NO_SRL
मामले जिले शहर जुड़े,ARG1 NO_SRL ARG2-LOC NO_SRL
अधिकारी बताया कि मेंधर पाकिस्तानियों बसने इरादा छिपा,ARG0 NO_SRL ARG1 ARG2-LOC ARG1 ARGM-CAU ARG1 NO_SRL
मेंधर रेखा स्थित महत्व शहर है,ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL
इलाके NULL होकर आतंकवादी भारत प्रवेश करते,ARGM-LOC NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
दीन नामक व्यक्ति पाकिस्तानियों इलाके निवासी रूप बसने मामले मंत्रालय अवगत कराया,NO_SRL NO_SRL NO_SRL ARG1 ARG2-LOC NO_SRL ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
दीन दावा सही निकला,NO_SRL ARG1 ARGM-MNR NO_SRL
NULL उल्लेखनीय है कि साल नागरिक चुनाव लड़ने मामला प्रकाश आया,ARG1 ARG2-ATR NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL NO_SRL ARG1 ARGM-LOC NO_SRL
दीन नामक नागरिक पुत्र जुल्फ़िकार निवासी NULL होने प्रमाण हासिल कर पुंछ गांव जायदाद खरीदी,NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL ARGM-MNR NO_SRL ARGM-LOC ARG1 NO_SRL
इसके साल NULL हुए चुनाव उसने किस्मत आजमाने फैसला किया,NO_SRL ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
मेंधर मजिस्ट्रेट और पुंछ उपायुक्त NULL सौंपी रिपोर्ट आधार जम्मू शर्मा जुल्फ़िकार और2 उसके परिवार निवासी प्रमाण रद्द करने आदेश दिया,NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
वैसे जुल्फ़िकार परिवार खुद नागरिक बताता,ARGM-DIS NO_SRL ARG0 ARG2 ARG1 NO_SRL
अधिकारी मानते कि राज्य नागरिकों संख्या अधिक होगी,ARG0 NO_SRL ARG1 ARGM-LOC NO_SRL ARG1 ARG2-ATR NO_SRL
करीब घंटे रफ्तार हवाओं जगह बिजली गुल हो और वाहन तहां खड़े हो2,NO_SRL NO_SRL NO_SRL ARGM-ADV ARGM-LOC ARG1 ARG2-ATR NO_SRL NO_SRL ARG1 ARGM-LOC ARG2-ATR NO_SRL
स्थानों पेड़ गिर और जगह होर्डिंग व घरों दुकानों टीन उड़,ARGM-LOC ARG1 NO_SRL NO_SRL ARGM-ADV NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
हवाओं जोर रात करीब बजे शुरू हुआ जो रात2 रहा,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARGM-EXT NO_SRL
इससे जानमाल पुष्टि हो लेकिन क्षति आशंका जताई,ARGM-CAU NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
"NULL इलाकों झोपड़ियों रहने बच्चों मैदान थे , उनकी झुग्गियां उड़",NO_SRL ARGM-LOC ARGM-LOC ARG1 ARGM-MNR ARGM-LOC NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
पेड़ व होर्डिंग गिर स्थानों सड़कें अवरुद्ध हो हालांकि दोपहर राजधानी मौसम सुहाना हो2,NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
बादल छा और NULL देखते2 बारिश शुरू हो,ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
शाम बजे मिलीमीटर बरसात हुई,ARGM-TMP ARGM-EXT NO_SRL ARG1 NO_SRL
इलाकों पानी गिरा,ARGM-LOC ARG1 NO_SRL
विभाग भविष्यवाणी घंटों बारिश होने उम्मीद है,NO_SRL ARGM-MNR ARGM-EXT ARG1 NO_SRL NO_SRL NO_SRL
रूप बादल छाये और दिन तापमान गिरावट होगी,ARGM-MNR ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
तापमान NULL सेल्सियस रहने अनुमान है,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
विभाग अधिकारी कहा कि पंजाब और हरियाणा हवा दबाव परिणामस्वरूप बारिश हुई,NO_SRL ARG0 NO_SRL ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARGM-CAU ARG1 NO_SRL
अफगानिस्तान पाकिस्तान कश्मीर व हरियाणा NULL बने विक्षोभ दिल्ली बारिश हुई,NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARGM-CAU ARGM-LOC ARG1 NO_SRL
दिन पूर्व हवाएं आ,ARGM-EXT ARG2-SOU ARG1 NO_SRL
लेकिन मंगलवार विक्षोभ पानी बरसा लोगों खुश कर2,NO_SRL ARGM-TMP ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
हवाओं स्थान हवाएं बह,NO_SRL ARG2-GOL ARG1 NO_SRL
मौसम आर्द्रता फीसदी व फीसदी2 रही,ARG2-LOC NO_SRL NO_SRL ARG0 NO_SRL NO_SRL
गुड़गांव बादशाहपुर एवं इलाकों ओले पड़े,NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL
स्थानों पेड़ NULL टूटकर सड़कों गिर जिससे यातायात बाधित हुआ,ARGM-LOC ARG1 NO_SRL ARGM-MNR ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अंधड़ और बारिश होने निगम लगभग शहर बत्ती गुल कर,NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
अधिकारियों बताया कि ऐसा एहतियातन किया,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
बजे बारिश बूंदाबांदी बदल लेकिन रात निगम आपूर्ति बहाल की,ARGM-TMP ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
NULL प्रकरण लेकर भाजपा बुधवार रणनीति तय करेगी,NO_SRL ARG1 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
इसके प्रदेश भाजपा और इसके2 विधायक दिल्ली पहुंच,ARGM-PRP NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG2-GOL NO_SRL
", कर्नाटक अक्तूबर NULL होने हस्तांतरण चर्चा प्रदेश नेताओं आज अध्यक्ष सिंह बैठक की",NO_SRL ARGM-LOC ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
प्रवक्ता प्रसाद कहा कि गोवा भाजपा2 और इसके विधायक दिल्ली पहुंचे,NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARGM-LOC NO_SRL
NULL प्रकरण लेकर पार्टी रुख क्या रहेगा यह बुधवार तय होने संभावना है,NO_SRL ARG1 ARGM-MNR NO_SRL ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
पार्टी NULL मसले सभा और संसद उठाने निर्णय कर ही2 इसे अदालत ले जाने निर्णय2 हुआ,ARG0 NO_SRL ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARGM-LOC ARGM-PRP NO_SRL NO_SRL NO_SRL
NULL विदित हो कि कर्नाटक अक्तूबर एस भाजपा मुख्यमंत्री कुर्सी सौंपेगी,NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARGM-LOC ARG0 ARG2 NO_SRL ARG1 NO_SRL
