Sentence,Dependency,SRLs
नोटिस देशों भेजा,k2 k4 root,ARG1 ARG2-GOL NO_SRL
इसके पाकिस्तान दबाव बढ़ेगा कि NULL वह अपने NULL2 देश नाम छिपे दाऊद बाहर निकाले,rh k7 k1 root rs root k1 r6 root k7p k3 nmod__k1inv k2 k2p ccof,ARGM-DIS ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARGM-MNR NO_SRL ARG1 ARGM-LOC NO_SRL
इसके दाऊद पासपोर्ट और आधार NULL देश देश2 जाने अंकुश लगेगा,vmod r6v ccof k7 ccof root k5 k2p k7 pof root,NO_SRL ARGM-MNS NO_SRL ARGM-MNS NO_SRL NO_SRL ARG2-SOU ARG2-GOL NO_SRL NO_SRL NO_SRL
१९९३ विस्फोटों जिम्मेदार दाऊद राष्ट्र सूची नागरिक बताया,r6 r6 nmod k2 r6 k7p k2s root,NO_SRL NO_SRL NO_SRL ARG2 NO_SRL ARGM-LOC ARG1 NO_SRL
जिसमें उसका स्थान महाराष्ट्र रत्नागिरी दर्ज है व उसके पासपोर्ट ३३३६०२३३३६०२ है2,k7p r6 k1 r6 k1s pof ccof root k7p k2 nmod ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL
भारत मानना कि दाऊद पाकिस्तान शहर रह और वहीं अपनी गतिविधियों अंजाम दे,k1 root k2 k1 r6 k7p ccof ccof k5 r6 k2 pof ccof,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARG2-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
इसके उसका जाना दुबई लगा,vmod r6 k1 k7p root,ARGM-DIS ARG0 ARG0 ARG1 NO_SRL
इंटरपोल दाऊद नोटिस जारी करने पाकिस्तान मुसीबत बढ़,rd k7 k2 pof k7t r6 k1 root,NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP NO_SRL ARG1 NO_SRL
अमेरिका चुनाव सिर है और उसके खौफ NULL सबब बने NULL2 लादेन लेकर खबरों सिलसिला अचानक तेज हो,k7p k1 k7 ccof root rt r6 root k1 nmod__k1inv root k2 vmod r6 k1 adv k1s ccof,ARGM-LOC ARG1 ARGM-LOC NO_SRL NO_SRL ARGM-PRP NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL ARG1 ARGM-MNR ARG2-ATR NO_SRL
न्यूज़ NULL हवाले रविवार मिली जानकारी लादेन पाकिस्तान देखा,r6 root k3 k7t nmod__k1inv k7 k2 k7p root,NO_SRL NO_SRL ARG2-SOU ARG1 NO_SRL ARGM-ADV ARG1 ARGM-LOC NO_SRL
NULL दावा किया कि NULL2 उपग्रहों ली तस्वीरों सेना विमानों उसके काफिले देखा,k2 pof root rs root k5 nmod__k2inv vmod r6 k1 r6 k2 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2-SOU NO_SRL ARGM-ADV NO_SRL ARG0 NO_SRL ARG1 NO_SRL
इसकी सूचना एजेंसियों दिन एजेंसी एफबीआई दी,r6 k2 k1 k7t nmod k4 root,NO_SRL ARG1 ARG0 ARGM-TMP NO_SRL ARG2 NO_SRL
रिपोर्ट कहा कि पड़ोस लादेन मौजूदगी NULL खबर कश्मीर सुरक्षा बढ़ा,k7p root k2 k7p k1 r6 root k7t k7p k2 ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP ARGM-LOC ARG1 NO_SRL
", अमेरिका पत्रिका वीक रविवार अधिकारियों हवाले कहा कि हफ्ते वे पाकिस्तान NULL लादेन पकड़ने करीब पहुँच",sent-adv r6 nmod k1 k7t r6 k3 root k2 k7t k1 k7p root k2 r6 k2p ccof,ARGM-DIS NO_SRL NO_SRL ARG0 ARGM-TMP NO_SRL ARG2 NO_SRL ARG1 ARGM-TMP ARG0 ARGM-LOC NO_SRL ARG1 NO_SRL ARGM-LOC NO_SRL
उन्होंने कहा कि वे अलकायदा व्यक्ति दबोचते NULL जिसके लादेन शायद दाएं या बाएं मिल,k1 root k2 k1 r6 k2 ccof root k7t k1 adv ccof rd ccof vmod,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARG1 NO_SRL NO_SRL ARGM-TMP ARG1 ARGM-ADV NO_SRL ARGM-DIR NO_SRL NO_SRL
उसके पायलट NULL लादेन पहचानने दावा किया,k7 k1 root k2 r6-k2 pof root,NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
गौरतलब NULL है कि दिन मीडिया खबरें आई कि2 लादेन पाकिस्तान पकड़ और उसे अमेरिका चुनाव पहले2 जगज़ाहिर किया ताकि बुश इसका फायदा उठा,k1s k1 root rs k7t k7p k1 ccof k1s k2 k7p ccof ccof k2 r6 r6 k7t pof ccof vmod k4 r6-k2 pof ccof,ARG2-ATR ARG1 NO_SRL NO_SRL ARGM-TMP ARGM-LOC ARG1 NO_SRL ARGM-ADV ARG1 ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
वह बोल NULL NULL2 सुन,k1 ccof root root ccof,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
इसका NULL फ़ायदा उठाकर उसके पड़ोसी उससे निकटता बढाई लेकिन लड़की गर्भवती NULL2 हो उसे NULL3 छोड़कर भागने,r6 root k2 vmod r6 k1 ras-k1 pof ccof root k1 k1s root vmod k2 root vmod ccof,NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL ARGM-TMP ARG1 NO_SRL ARGM-MNR NO_SRL
लड़की परिजनों दबाव उसने तरह शादी कर लेकिन NULL फिर अबला भरोसे छोड़,r6 r6 k7 k1 adv pof ccof root root adv k2 k7 ccof,NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-ADV ARG1 ARGM-MNR NO_SRL
अपने NULL हुई ज्यादती NULL2 शिकायत लेकर उत्तरांचल NULL3 जिले रहने सुनीता बदला नाम अपनी NULL4 बच्ची लेकर2 पुलिस बार दौड़ती लेकिन उसकी एक सुनी,vmod root nmod__pofinv r6 root k2 vmod r6 root r6 nmod__k1inv k1 rs k1 r6 root k2 vmod k7p adv ccof root r6 k2 ccof,ARGM-DIS NO_SRL NO_SRL ARG1 NO_SRL ARG1 ARGM-MNR NO_SRL NO_SRL ARG2-LOC NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL ARG1 ARGM-MNR ARGM-LOC ARGM-ADV NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
NULL हारकर उसने में मदद गुहार लगाई और अब आयोग2 हस्तक्षेप फिर घर बसने,root vmod k1 k7 r6-k2 pof ccof root k7t r6 k7t adv k1 ccof,NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP NO_SRL ARGM-TMP ARGM-MNR ARG2-LOC NO_SRL
सुनीता रूप उत्तरांचल जिले NULL कोटद्वार रहने है,k1 adv r6 r6 root k7p k1s root,ARG0 ARGM-MNR NO_SRL NO_SRL NO_SRL ARG2-LOC ARG2-ATR NO_SRL
लेकिन बेटी पैर खड़ा करने आस उसकी मां देवी दिल्ली इलाके रह,root k2 pof-idiom pof r6 k7 r6 nmod k1 r6 k7p ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC NO_SRL NO_SRL ARG0 NO_SRL ARG2-LOC NO_SRL
NULL स्कूल जाते सुनीता दोस्ती उसके NULL2 पड़ोस रहने कुमार NULL3 बदला नाम से2 हो,root k5 adv r6 k1 r6 root k7p nmod__k1inv ras-k1 root nmod nmod fragof root,NO_SRL ARG2-GOL ARGM-MNR ARG0 ARG1 NO_SRL NO_SRL ARG2-LOC NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
रोहित सुनीता NULL कमजोरी देखकर उससे नजदीकी बढ़ाने,k1 r6 root k2 vmod k5 k2 root,ARG0 NO_SRL NO_SRL ARG1 ARGM-MNR ARG2 ARG1 NO_SRL
बीच देवी समस्या चलते NULL वापिस कोटद्वार जाकर रहने,k7t k1 k1 vmod root adv k2p vmod root,ARGM-LOC ARG0 ARG1 ARGM-CAU NO_SRL ARGM-MNR ARG2-GOL ARGM-MNR NO_SRL
रोहित वहां लगातार NULL सुनीता मिलने आने,k1 k7p adv root ras-k1 rt root,ARG0 ARGM-LOC ARGM-MNR NO_SRL ARG1 ARGM-PRP NO_SRL
दौरान सुनीता गर्भवती हो,k7t k1 k1s root,ARGM-DIS ARG1 ARG2-ATR NO_SRL
इसकी भनक जैसे रोहित लगी उसने NULL कोटद्वार आना बंद कर,r6 k1 vmod k4a vmod k1 root k2p k2 pof root,NO_SRL ARG0 ARGM-TMP ARG1 NO_SRL NO_SRL NO_SRL ARG2-GOL NO_SRL NO_SRL NO_SRL
रोहित सुनीता अपने घर ले लेकिन उसके परिवारवालों NULL दोनों घर2 रखने मना,k1 k2 r6 k7p ccof root r6 k1 root k2 k7p k2 ccof,ARG0 ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 ARGM-LOC ARG1 NO_SRL
दोनों वापस कोटद्वार आ,k1 adv k2p root,ARG0 ARGM-MNR ARGM-LOC NO_SRL
बेटी जन्म लेते रोहित अपनी NULL जिम्मेदारियों मुंह चुराकर बार भाग हुआ,k1 pof vmod k1 r6 root k5 k2 vmod vmod pof root,NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
पति अचानक गायब होने सुनीता NULL उसे ढूंढ़ने और NULL2 न्याय पाने पुलिस गई लेकिन उसकी मदद NULL3 करने उसका मामला दर्ज करने2 कर,k1 adv pof rh k1 root k2 ccof rt root k2 ccof k7 ccof root r6-k2 pof root vmod r6 k2 pof k2 ccof,NO_SRL NO_SRL NO_SRL ARGM-CAU ARG0 NO_SRL ARG1 NO_SRL ARGM-PRP NO_SRL ARG1 NO_SRL ARG2-GOL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-ADV NO_SRL NO_SRL NO_SRL ARGM-CAU NO_SRL
NULL हारकर उसने आयोग दरवाजा खटखटाया,root vmod k1 r6 k2 root,NO_SRL ARGM-MNR ARG0 NO_SRL ARG1 NO_SRL
आयोग गढ़वाल एसपी मामले जांच करने और NULL जल्दी जवाब देने कहा,k1 r6 k4 r6-k2 pof ccof k2 root adv k2 ccof root,ARG0 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-MNR ARG1 NO_SRL NO_SRL
आयोग फटकार पुलिस सक्रिय हुई और NULL रोहित NULL2 ढूंढ़ निकाला,r6 k7t k1 k1s ccof root root k2 root vmod ccof,NO_SRL ARGM-TMP ARG0 ARG2-ATR NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-MNR NO_SRL
तो उसने अपनी पत्नी NULL और बेटी साथ रखने मना लेकिन आयोग और2 पुलिस लगातार उसकी काउंसलिंग की और3 उसे उसकी2 जिम्मेदारियों एहसास कराया,k7t k1 r6 ccof root k2 ccof adv k2 ccof root ccof k1 ccof adv r6-k2 pof ccof ccof jk1 r6 r6-k2 pof ccof,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARGM-MNR ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
रोहित अब आयोग और पुलिस बात भरोसा दिलाया कि उसके परिवार चाहे या NULL चाहे2 वह अपनी पत्नी और2 अपनी2 बेटी साथ रखेगा,k1 k7t ccof k4 ccof r6-k2 pof root k2s r6 k1 ccof vmod root ccof k1 r6 ccof k2 r6 ccof adv ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARGM-ADV NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL ARGM-MNR NO_SRL
साल NULL हुई बारिश कहर मुंबई अभी तरह NULL2 उबरने कोशिश कर कि रविवार फिर बारिश2 मुंबई2 लोगों हलकान कर2,k7t root nmod__k1inv r6 k5 k1 k7t adv root r6-k2 pof ccof root k7t adv k1 r6 k2 pof ccof,ARGM-TMP NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
देशमुख कहा कि स्थिति सोमवार मुंबई ठाणे और रायगढ़ स्कूल कालेज और2 संस्थान बंद रहेंगे,k1 root k2 k7 k7t ccof ccof k7p ccof ccof ccof k1 ccof pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
महाराष्ट्र NULL मरने संख्या ८९१ हो,k7p root r6 k1 k1s root,ARGM-LOC NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL
शनिवार रात बांद्रा कुर्ला बोरीवली तथा गोरेगांव इलाकों बारिश हो,nmod k7t ccof ccof ccof nmod ccof k7p k1 root,NO_SRL ARGM-EXT NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARG1 NO_SRL
सप्ताह मंगलवार एवं बुधवार अचानक NULL आई कारण शहर लोग अपने कार्यालयों एवं2 घरों फंस और आज अधिकारियों अचानक2 उड़ानों एवं3 रेलगाड़ियों आवागमन स्थगित किए लोग2 अड्डों एवं4 स्टेशनों फंसे,k7t ccof k7t ccof adv root nmod__k1inv rh r6 k1 r6 ccof k7p ccof ccof root k7t k1 adv ccof r6 ccof k2 pof rh k1 ccof k7p ccof ccof,ARGM-TMP NO_SRL ARGM-TMP NO_SRL ARGM-MNR NO_SRL NO_SRL ARGM-CAU NO_SRL ARG1 NO_SRL NO_SRL ARG2-LOC NO_SRL NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-CAU ARG1 NO_SRL ARG2-LOC NO_SRL NO_SRL
NULL स्थिति निपटने नौसेना सतर्क कर,root k2 rt k2 pof root,NO_SRL ARG1 NO_SRL ARG0 NO_SRL NO_SRL
", विभाग NULL दी जानकारी घंटों मुंबई बारिश होने आशंका व्यक्त की2",sent-adv k1 root nmod__k2inv k7 k7t k7p k1 r6 k2 pof root,NO_SRL ARG0 NO_SRL NO_SRL ARG1 ARGM-EXT ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
अधिकारियों लोगों NULL घर निकलने निर्देश दिया,k1 k4 root k5 r6-k2 pof root,NO_SRL ARG0 NO_SRL ARG2-SOU NO_SRL NO_SRL NO_SRL
पवार कहा कि बारिश राज्य बांध तरह भर,k1 root k2 rh r6 k1 adv ccof,ARG0 NO_SRL ARG1 ARGM-CAU NO_SRL ARG1 ARGM-MNR NO_SRL
नदी NULL किनारे नांदेड़ इलाकों रहने परिवारों NULL2 और रायगढ़ गांवों लोगों स्थानों पहुंचाया,r6 root k7p k7p k7p nmod__k1inv ccof root k2 nmod r6 ccof k7p root,NO_SRL NO_SRL ARGM-DIR ARGM-LOC ARG2-LOC NO_SRL ARG0 NO_SRL ARG0 NO_SRL NO_SRL NO_SRL ARG2-GOL NO_SRL
ट्रेनों आवागमन आज रोक,r6 k2 k7t root,NO_SRL ARG1 ARGM-TMP NO_SRL
पटरियां पानी डूब,k1 k2 root,ARG1 ARG2-LOC NO_SRL
इलाकों लोग NULL जाने नावों इस्तेमाल कर,k7p k1 root rh r6-k2 pof root,NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
बारिश मुंबई इलाकों भूस्खलन घटनाएं हुई लेकिन किसी मरने व हताहत होने खबर है,rh r6 k7p r6 k1 ccof root k1 ccof r6 pof ccof k1 ccof,ARGM-CAU NO_SRL ARGM-LOC NO_SRL ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
पाकिस्तानियों कश्मीर नागरिकता हासिल कर जायदाद खरीदने मामले प्रकाश आए,k1 k7p k2 pof vmod k2 r6 k1 k7 root,ARG0 ARGM-LOC NO_SRL NO_SRL ARGM-MNR ARG1 NO_SRL ARG1 ARGM-LOC NO_SRL
मामले प्रकाश आए जिनमें पाकिस्तानियों कश्मीर निवासी प्रमाण हासिल कर जायदाद खरीदी,k1 pof root k7 k1 k7p r6 k2 pof vmod k2 nmod__relc,NO_SRL NO_SRL NO_SRL ARGM-LOC ARG0 ARGM-LOC NO_SRL NO_SRL NO_SRL ARGM-MNR ARG1 NO_SRL
सूत्रों बताया कि पाकिस्तानियों पंजाब बॉर्डर NULL होते भारत प्रवेश किया,k1 root k2 k1 r6 k2p root adv k7p pof ccof,ARG0 NO_SRL ARG1 ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
NULL कश्मीर आकर उन्होंने अधिकारियों मिलीभगत निवासी NULL2 होने प्रमाण हासिल किया,root k2p vmod k1 r6 rh k1 root r6 k2 pof root,NO_SRL ARG2-GOL NO_SRL ARG1 NO_SRL NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
NULL इसके यहां जायदाद खरीदी,root k7t k7p k2 root,NO_SRL ARGM-TMP ARGM-LOC ARG1 NO_SRL
मामले जिले शहर जुड़े,k1 r6 ras-k1 root,ARG1 NO_SRL ARG2-LOC NO_SRL
अधिकारी बताया कि मेंधर पाकिस्तानियों बसने इरादा छिपा,k1 root k2 k7p k1 k7 k1 ccof,ARG0 NO_SRL ARG1 ARG2-LOC ARG1 ARGM-CAU ARG1 NO_SRL
मेंधर रेखा स्थित महत्व शहर है,k1 jjmod nmod r6 k1s root,ARG1 NO_SRL NO_SRL NO_SRL ARG2-ATR NO_SRL
इलाके NULL होकर आतंकवादी भारत प्रवेश करते,k7p root adv k1 k7p pof root,ARGM-LOC NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
दीन नामक व्यक्ति पाकिस्तानियों इलाके निवासी रूप बसने मामले मंत्रालय अवगत कराया,jjmod nmod k1 k1 k7p r6 adv r6 k2 k4 pof root,NO_SRL NO_SRL NO_SRL ARG1 ARG2-LOC NO_SRL ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
